t (sec),1W force (mN),1W st dev,2W force (mN),2W st dev,3W force (mN),3W st dev,4W force (mN),4W st dev
32.2,84.15868200000001,13.209273016008417,166.02607500000002,31.278546713622394,310.10652600000003,11.737812028372927,425.321052,13.662486549109566
32.4,83.75843400000001,12.627229689569521,164.08140600000002,33.488724993018394,311.832105,11.21039987585823,423.18410700000004,13.174696261272064
32.6,83.59460700000001,12.279332774876737,163.51177199999998,34.17229406255386,312.347784,11.618318550039069,418.761432,13.372353984560336
32.800000000000004,83.480484,11.856684914956288,163.01996400000002,34.24177663125884,312.225159,12.48263812934823,413.864934,12.830023925718088
33.0,83.378787,11.431798627730982,162.886875,34.04483288147655,311.752644,12.5654376294663,410.23654199999993,13.27567567011403
33.2,83.259759,11.028673274994864,163.413018,33.51231890824945,309.587904,10.275869906813433,406.887081,14.412371871188789
33.4,83.334315,10.835907178761087,163.994097,33.24723575712327,307.16287200000005,9.637192514994306,404.34105900000003,15.77783119744911
33.6,83.43405,10.687751930737633,164.40807900000001,33.051617360588246,305.285238,8.748183654359236,403.1324670000001,16.587147758549172
33.800000000000004,83.650197,10.601272511907325,165.089547,33.293268484201405,303.638793,7.8682878480885305,401.714268,17.069137652524155
34.0,84.12336600000002,10.610465837512608,166.675497,33.90558396545404,302.12609100000003,6.9734092412166735,400.3591800000001,18.38560600754167
34.2,84.477507,10.681750397094005,167.63295300000001,34.63392571589705,301.115988,6.4410845398588,398.8042950000001,18.78536264491035
34.4,84.70117500000002,10.749094032708156,168.48740400000003,35.00391091688365,300.77558100000005,5.649889667009604,396.5803680000001,19.418017883979946
34.6,84.77540400000001,10.70537600177705,169.17018000000002,35.0206334721917,300.0225,5.154251071178634,393.45621,20.81453383831847
34.800000000000004,85.031445,10.52344342173834,169.47527100000002,34.77028003114491,299.06635200000005,4.516514648339581,389.530575,21.395139795520997
35.0,85.35517499999999,10.427100772051354,169.40823600000002,34.63721361047937,299.474448,4.074000389628855,387.83540700000003,21.691462817278556
35.2,85.55529899999999,10.39911579371718,169.370304,34.87683363926847,299.663127,3.647910727081197,385.496049,21.624878300825483
35.4,85.757385,10.384485038733112,169.520397,35.42083315347076,299.083683,3.490763244240124,382.59784800000006,21.775206698482233
35.6,86.36429700000001,10.17627468589847,170.35065,35.938623159272176,297.5078700000001,4.091997673336583,380.03580300000004,24.69406045709571
35.800000000000004,86.62949400000001,9.903235646820999,171.25578600000003,36.04080013094085,296.529486,7.098631024496475,379.499523,26.628762703258158
36.0,86.634726,9.516200813728242,172.138686,36.033197700461976,295.75416900000005,8.805315097914542,379.87949699999996,27.752538512470856
36.2,86.719746,9.273599576510087,172.672023,35.84634916283161,294.47821500000003,10.097499995648748,380.885022,28.358734878369738
36.4,86.64682499999999,9.218403949778187,172.75475400000002,35.550526574882674,293.11364399999997,11.094129081925898,382.2554790000001,29.2939604805759
36.6,86.452914,9.095684768868805,172.695567,35.623502248082886,291.48845400000005,12.615786044393685,383.34177300000005,30.37293479378438
36.800000000000004,86.16221100000001,8.96527010236044,172.76717999999997,35.69498043782244,290.445651,14.222724910690701,383.658963,31.857013769963697
37.0,85.937235,9.058040231152763,172.82113500000003,35.61538499440814,289.29101399999996,15.842460207336563,383.31692100000004,33.20149786832916
37.2,85.716837,9.20133833023186,172.17694500000002,34.919728439139185,287.86791,16.880398877570876,382.58705699999996,34.252875975514044
37.4,85.726974,9.479627793619432,171.203139,34.91584618969088,285.89315700000003,18.17534812840881,382.65867000000003,34.454578105048064
37.6,85.58996100000002,9.720635405190755,170.16131700000003,35.55342631611662,284.27646899999996,18.69984612499757,383.31594,34.36133018397141
37.800000000000004,85.174998,9.713346102135658,169.25814300000002,36.60982616632308,282.78632999999996,19.48900581809304,384.001659,34.300020154427585
38.0,84.48535500000001,9.589078558243648,168.43410300000002,37.650417813239706,281.642811,20.725113742052564,385.2233310000001,33.1409465904046
38.2,84.309102,9.73330198684578,167.86773900000003,37.914444234954374,281.140212,22.927643016662476,385.13209800000004,32.300836932131155
38.400000000000006,84.202827,9.875391640923619,166.87464,38.66175907011778,281.112744,24.06785704332743,384.41891100000004,31.831417550341172
38.6,84.085107,10.033209695047344,165.644139,39.26498067182188,281.01464400000003,24.917373767033432,383.66125200000005,31.27448387173199
38.800000000000004,83.80454100000001,10.278195014753221,164.13274500000003,40.51156273491931,280.960035,26.167255324176477,384.060192,30.44497611270671
39.0,83.47001999999999,10.296519994035954,163.15992000000003,41.47927702415844,279.946662,27.54605927930139,384.384249,31.205156545054965
39.2,83.217576,10.141340333353677,162.483684,42.23890737639531,279.242631,27.95985894455268,384.83518200000003,32.18174396319846
39.400000000000006,83.018433,9.850151334630649,162.013458,43.010722950811626,278.76619200000005,27.960574437813364,386.280522,33.179875870548265
39.6,82.93701,9.44600250310501,161.65964400000001,43.55137330996627,278.91759300000007,28.06266835321442,388.304325,33.34416746883616
39.800000000000004,82.58483100000001,8.83345444508987,161.59032,43.95491563505162,279.650727,27.492334382550595,390.838248,34.4539980230214
40.0,82.351026,8.494133885066917,161.72635200000002,44.80585713541978,281.234715,27.214070004764924,391.108023,33.86641851790977
40.2,82.169541,8.208978340171083,161.73452699999999,45.65225789336157,282.89391300000005,26.963276256958206,389.92788,31.614319507173096
40.400000000000006,82.00898400000001,7.856609983025508,161.372211,46.956859775306455,284.31015,26.757393946993318,388.38182400000005,30.133110534860513
40.6,81.90467100000001,7.672389941112093,161.723082,47.8191873464307,285.625671,26.152863768109935,387.06630300000006,29.830369312795966
40.800000000000004,81.81278400000001,7.534513957944866,162.409128,48.52171799303564,286.016763,26.543061746787203,386.55422100000004,29.260104949663333
41.0,79.81350599999999,7.063124486818563,159.091059,49.09039307532642,279.884859,27.316644354541747,377.7177,27.278806854947685
41.2,72.78137100000001,7.505192543917983,143.27668500000001,49.291173682644875,261.15855000000005,26.005685538862636,350.61626700000005,27.385315900272687
41.400000000000006,66.76293600000001,5.511986979022534,133.588983,49.18278699145012,240.04252500000004,30.06097735359617,321.985455,20.65420017350279
41.6,62.07015900000001,5.040609423453279,124.31886000000002,49.083440245297375,224.96292000000003,31.26232158645939,303.79608,20.14372626671296
41.800000000000004,57.744930000000004,4.759457849149626,115.73576400000002,48.914515780519224,210.203448,32.86216829561517,286.59555300000005,18.864339427455334
